scenario,role,path,context,label,element,href,disabled,checked,evidence
client-settings-danger-zone,client,/settings?section=danger-zone,Delete your account,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-danger-zone,client,/settings?section=danger-zone,Delete your account,Bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-danger-zone,client,/settings?section=danger-zone,Delete your account,Profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Settings,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Settings,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Settings,"EM
Ella Morgan",A,/settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your account,"Profile
Name, photo and contact details",A,/settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your account,"Notifications
Device alerts and saved message templates",A,/settings?section=notifications,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your business,"Business details
Location, contact information and licence",A,/settings?section=business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your business,"Working hours & services
Availability, duration and pricing",A,/work-hours,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your business,"Booking link
Client entry and intake settings",A,/settings?section=booking-link,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your business,"Travel & guest spots
Dates, destinations and nearby clients",A,/settings?section=travel,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your business,"Forms & consent
Consent and medical templates",A,/settings?section=regulation,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your business,"Bank payouts
Payment account and verification",A,/bank-payouts,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your business,"Your plan
Free, Pro and Studio",A,/subscriptions,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Your business,"Studio
Team and shared workspace",A,/studio,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Connections,"Import clients
Bring your existing records",A,/settings?section=data-import,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Connections,"Instagram import
Manage connected portfolio media",A,/settings?section=instagram,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Help & account controls,"Guided walkthroughs
Learn each workflow",A,/settings?section=how-tos,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Help & account controls,"Delete account
Account and data removal",A,/settings?section=danger-zone,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Preferences,Dark appearance,switch,,False,false,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Preferences,"Check for updates
Version 3.2.3",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Settings,Sign out,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Settings,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Settings,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Settings,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings,artist,/settings,Settings,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-profile,artist,/settings?section=profile,Your profile,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-profile,artist,/settings?section=profile,Your profile,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-profile,artist,/settings?section=profile,Your profile,Gender,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-profile,artist,/settings?section=profile,Your profile,Save profile,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-profile,artist,/settings?section=profile,Your profile,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-profile,artist,/settings?section=profile,Your profile,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-profile,artist,/settings?section=profile,Your profile,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-profile,artist,/settings?section=profile,Your profile,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-notifications,artist,/settings?section=notifications,Notifications,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-notifications,artist,/settings?section=notifications,Notifications,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-notifications,artist,/settings?section=notifications,This device,Enable notifications,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-notifications,artist,/settings?section=notifications,Saved message templates,Add template,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-notifications,artist,/settings?section=notifications,Notifications,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-notifications,artist,/settings?section=notifications,Notifications,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-notifications,artist,/settings?section=notifications,Notifications,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-notifications,artist,/settings?section=notifications,Notifications,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Guided walkthroughs,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Guided walkthroughs,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Run your day
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Plan a booking
3 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Turn an enquiry into a booking
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Keep client details together
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Set working hours and services
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Share your booking link
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Track payments and refunds
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Set up bank payouts
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Manage forms and consent
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Fill a cancellation
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Work as a studio
3 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Plan a guest spot
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Import existing client records
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Import Instagram work
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Order studio supplies
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Manage reminders and message templates
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Choose a workflow,"Choose your artist plan
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Guided walkthroughs,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Guided walkthroughs,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Guided walkthroughs,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-how-tos,artist,/settings?section=how-tos,Guided walkthroughs,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-danger-zone,artist,/settings?section=danger-zone,Delete your account,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-danger-zone,artist,/settings?section=danger-zone,Delete your account,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-danger-zone,artist,/settings?section=danger-zone,Delete your account,Permanently delete account,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-settings-danger-zone,artist,/settings?section=danger-zone,Delete your account,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-danger-zone,artist,/settings?section=danger-zone,Delete your account,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-danger-zone,artist,/settings?section=danger-zone,Delete your account,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-danger-zone,artist,/settings?section=danger-zone,Delete your account,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Settings,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Settings,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Settings,"SS
Studio Supply",A,/account-settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Your account,"Profile
Name, photo and contact details",A,/account-settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Your account,"Notifications
Device alerts for updates and messages",A,/account-settings?section=notifications,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Help & account controls,"Guided walkthroughs
Learn each workflow",A,/account-settings?section=how-tos,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Help & account controls,"Delete account
Account and data removal",A,/account-settings?section=danger-zone,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Preferences,Dark appearance,switch,,False,false,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Preferences,"Check for updates
Version 3.2.3",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Settings,Sign out,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Settings,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Settings,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Settings,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings,merchant,/account-settings,Settings,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-profile,merchant,/account-settings?section=profile,Your profile,Back,A,/account-settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-profile,merchant,/account-settings?section=profile,Your profile,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-profile,merchant,/account-settings?section=profile,Your profile,Gender,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-profile,merchant,/account-settings?section=profile,Your profile,Save profile,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-profile,merchant,/account-settings?section=profile,Your profile,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-profile,merchant,/account-settings?section=profile,Your profile,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-profile,merchant,/account-settings?section=profile,Your profile,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-profile,merchant,/account-settings?section=profile,Your profile,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-notifications,merchant,/account-settings?section=notifications,Notifications,Back,A,/account-settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-notifications,merchant,/account-settings?section=notifications,Notifications,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-notifications,merchant,/account-settings?section=notifications,This device,Enable notifications,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-notifications,merchant,/account-settings?section=notifications,Notifications,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-notifications,merchant,/account-settings?section=notifications,Notifications,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-notifications,merchant,/account-settings?section=notifications,Notifications,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-notifications,merchant,/account-settings?section=notifications,Notifications,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Guided walkthroughs,Back,A,/account-settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Guided walkthroughs,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Choose a workflow,"Review your store day
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Choose a workflow,"Review your Shopify catalogue
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Choose a workflow,"Fulfil an order
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Choose a workflow,"Connect supplier payments
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Choose a workflow,"Import your Shopify catalogue
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Choose a workflow,"Update your business details
2 steps · no changes made automatically",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Guided walkthroughs,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Guided walkthroughs,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Guided walkthroughs,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,Guided walkthroughs,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,Delete your account,Back,A,/account-settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,Delete your account,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,Delete your account,Permanently delete account,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,Delete your account,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,Delete your account,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,Delete your account,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,Delete your account,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-booking-link,artist,/settings?section=booking-link,Your booking link,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-booking-link,artist,/settings?section=booking-link,Your booking link,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-booking-link,artist,/settings?section=booking-link,Your booking link,Save booking link,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-settings-booking-link,artist,/settings?section=booking-link,Your booking link,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-booking-link,artist,/settings?section=booking-link,Your booking link,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-booking-link,artist,/settings?section=booking-link,Your booking link,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-booking-link,artist,/settings?section=booking-link,Your booking link,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-business,artist,/settings?section=business,Business details,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-business,artist,/settings?section=business,Business details,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-business,artist,/settings?section=business,Where you work,"Country
Australia
New Zealand",SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-business,artist,/settings?section=business,Business details,Save business details,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-business,artist,/settings?section=business,Business details,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-business,artist,/settings?section=business,Business details,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-business,artist,/settings?section=business,Business details,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-business,artist,/settings?section=business,Business details,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,Procedure log,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,Medical,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,Consent,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-regulation,artist,/settings?section=regulation,Forms & procedure records,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-travel,artist,/settings?section=travel,Travel & guest spots,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-travel,artist,/settings?section=travel,Travel & guest spots,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-travel,artist,/settings?section=travel,Travel & guest spots,Manage working hours,A,/work-hours,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-travel,artist,/settings?section=travel,Your itinerary,Add trip,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-travel,artist,/settings?section=travel,Travel & guest spots,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-travel,artist,/settings?section=travel,Travel & guest spots,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-travel,artist,/settings?section=travel,Travel & guest spots,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-travel,artist,/settings?section=travel,Travel & guest spots,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-data-import,artist,/settings?section=data-import,Import your data,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-data-import,artist,/settings?section=data-import,Import your data,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-data-import,artist,/settings?section=data-import,Choose your file,What are you importing?,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-data-import,artist,/settings?section=data-import,Connect an external calendar,Save calendar link,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-settings-data-import,artist,/settings?section=data-import,Import your data,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-data-import,artist,/settings?section=data-import,Import your data,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-data-import,artist,/settings?section=data-import,Import your data,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-data-import,artist,/settings?section=data-import,Import your data,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-instagram,artist,/settings?section=instagram,Instagram import,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-instagram,artist,/settings?section=instagram,Instagram import,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-instagram,artist,/settings?section=instagram,Instagram import,Open your portfolio,A,/artist-profile?view=Portfolio,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-instagram,artist,/settings?section=instagram,Import your public account,Check account,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-settings-instagram,artist,/settings?section=instagram,Instagram import,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-instagram,artist,/settings?section=instagram,Instagram import,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-instagram,artist,/settings?section=instagram,Instagram import,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-instagram,artist,/settings?section=instagram,Instagram import,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-consultations,artist,/settings?section=consultations,Consultation requests,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-consultations,artist,/settings?section=consultations,Consultation requests,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-consultations,artist,/settings?section=consultations,Consultation requests,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-consultations,artist,/settings?section=consultations,Consultation requests,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-consultations,artist,/settings?section=consultations,Consultation requests,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-settings-consultations,artist,/settings?section=consultations,Consultation requests,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Home,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Home,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Needs you,"2 orders to fulfil
Paid orders ready for their next step",A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Needs you,"3 products running low
Check availability and stock levels",A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Manage your sales channel,"Catalogue & stock
Manage products available to artists",A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Manage your sales channel,"Shopify connection
Import and review your catalogue",A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Manage your sales channel,"Artist conversations
Help customers with their orders",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Payments & payouts,Connect Stripe,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Payments & payouts,Check payment status,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Home,"Store settings
Business details, account and integrations",A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Home,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Home,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Home,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-home,merchant,/dashboard,Home,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,Store settings,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,To fulfil,tab,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,Fulfilled,tab,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,All,tab,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,"Order #1
Ella Morgan · $32.00
Paid in full",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,Products,A,/merchant/products,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-orders,merchant,/merchant/orders,Orders,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-products,merchant,/merchant/products,Products,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-products,merchant,/merchant/products,Products,Add product,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-products,merchant,/merchant/products,Products,Review Shopify connection,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-products,merchant,/merchant/products,Products,Edit Cartridge needles,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-products,merchant,/merchant/products,Products,Home,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
merchant-supplier-products,merchant,/merchant/products,Products,Orders,A,/merchant/orders,False,,Rendered with isolated fixtures; not an individual click pass
