source,line,component,element,label or label expression,handler or destination,evidence classification
client/src/app-v3/pages/PublicArtist.tsx,467,Intake,input,(dynamic/unlabelled),"{""formSubmit"": ""{e => { e.preventDefault(); if (step < 6) { if (step === 1 && !selectedStyles.length) { setError( \""Choose at least one style, including \u2018Not sure\u2019 if you need guidance.\"" ); return; } setError(\""\""); setStep(step + 1); } else void send(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,654,Intake,Action,"{busy ? ""Sending your request…"" : step === 6 ? ""Send booking request"" : ""Continue""}","{""formSubmit"": ""{e => { e.preventDefault(); if (step < 6) { if (step === 1 && !selectedStyles.length) { setError( \""Choose at least one style, including \u2018Not sure\u2019 if you need guidance.\"" ); return; } setError(\""\""); setStep(step + 1); } else void send(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,662,Intake,Action,Back,"{""onClick"": ""{() => { setError(\""\""); setStep(step - 1); }}"", ""formSubmit"": ""{e => { e.preventDefault(); if (step < 6) { if (step === 1 && !selectedStyles.length) { setError( \""Choose at least one style, including \u2018Not sure\u2019 if you need guidance.\"" ); return; } setError(\""\""); setStep(step + 1); } else void send(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,735,ClaimAccount,Action,"{visible ? <EyeOff /> : <Eye />} {visible ? ""Hide password"" : ""Show password""}","{""onClick"": ""{() => setVisible(v => !v)}"", ""formSubmit"": ""{e => { e.preventDefault(); void signIn(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,744,ClaimAccount,Action,"{claim.isPending ? ""Signing in…"" : existing ? ""Sign in"" : ""Create account""}","{""formSubmit"": ""{e => { e.preventDefault(); void signIn(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,759,ClaimAccount,ActionLink,Forgot password?,"{""href"": ""\""/forgot-password\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicCommerce.tsx,44,PublicStorefront,ActionLink,Sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicCommerce.tsx,78,StoreContent,Action,Cart · {cart.totalItems},"{""onClick"": ""{() => cart.setIsCartOpen(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicCommerce.tsx,177,Product,Action,"{inventory <= 0 ? ""Sold out"" : inventory <= quantity ? ""All available stock in cart"" : ""Add to cart""}","{""onClick"": ""{() => addItem({ productId: product.id, variantId: variant?.id, variantName: variant?.name, title: product.title, priceCents: price, shippingCents: product.shippingCents || 0, imageUrl: product.imageUrl || null, fulfillmentType: product.fulfillmentType, maxInventory: inventory, artistId: product.artistId, }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicCommerce.tsx,267,PublicEvents,Action,"{confirming ? ""View registration status"" : ""Resume registration""}","{""onClick"": ""{() => setOpen(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicCommerce.tsx,283,PublicEvents,Action,"{event.ticketsSold >= event.capacity ? ""Sold out"" : checkout.isPending && checkout.variables?.seminarId === event.id ? ""Preparing checkout…"" : ""Review registration""}","{""onClick"": ""{() => register(event.id)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicStudio.tsx,26,PublicStudio,ActionLink,Sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicStudio.tsx,52,PublicStudio,Row,"{artist.name || ""Artist""}","{""href"": ""{`/start/${encodeURIComponent(artist.publicSlug!)}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Purchases.tsx,47,Purchases,Action,All purchases,"{""onClick"": ""{() => setSelected(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Purchases.tsx,76,Purchases,a,Open event details,"{""href"": ""{item.eventAccess!.locationUrl}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Purchases.tsx,124,Purchases,Row,{`Order #${order.id}`},"{""onClick"": ""{() => setSelected(order.id)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Purchases.tsx,164,SupplyOrders,Action,All orders,"{""onClick"": ""{() => setSelected(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Purchases.tsx,214,SupplyOrders,Row,"{`${order.supplier?.name || ""Supplier""} · #${order.id}`}","{""onClick"": ""{() => setSelected(order.id)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SessionActions.tsx,121,SessionActions,Action,"{s.status === ""completed"" ? ""Request remaining balance"" : ""Finish session""}","{""onClick"": ""{() => open(\""finish\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SessionActions.tsx,129,SessionActions,Action,Reschedule,"{""onClick"": ""{() => open(\""reschedule\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SessionActions.tsx,135,SessionActions,Action,Mark no-show,"{""onClick"": ""{() => open(\""no-show\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SessionActions.tsx,139,SessionActions,Action,Cancel session,"{""onClick"": ""{() => open(\""cancel\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SessionActions.tsx,204,SessionActions,input,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SessionActions.tsx,215,SessionActions,Action,"{busy ? ""Saving…"" : mode === ""finish"" && s.remainingCents > 0 ? ""Send payment request"" : mode === ""reschedule"" ? ""Save new time"" : mode === ""cancel"" ? ""Confirm cancellation"" : mode === ""no-show"" ? ""Confirm no-show"" : ""Complete session""}","{""onClick"": ""{save}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SessionActions.tsx,234,SessionActions,Action,Go back,"{""onClick"": ""{() => setMode(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Settings.tsx,192,Settings,Row,"{user?.name || ""Your account""}","{""href"": ""{settingsPath + \""?section=profile\""}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Settings.tsx,206,Settings,Row,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Settings.tsx,217,Settings,button,"""Dark appearance""","{""onClick"": ""{toggleTheme}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Settings.tsx,228,Settings,Row,"""Check for updates""","{""onClick"": ""{() => forceUpdate()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Settings.tsx,235,Settings,Action,Sign out,"{""onClick"": ""{async () => { try { await logout(); go(\""/login\""); } catch { setError(\""Couldn\u2019t sign out. Please try again.\""); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SettingsEditors.tsx,190,AccountForm,Action,"{update.isPending ? ""Saving…"" : ""Save profile""}","{""formSubmit"": ""{e => { e.preventDefault(); update.mutate({ ...form, birthday: form.birthday || undefined, gender: form.gender || undefined, }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SettingsEditors.tsx,319,BusinessForm,Action,"{save.isPending ? ""Saving…"" : ""Save business details""}","{""formSubmit"": ""{e => { e.preventDefault(); save.mutate(form); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,119,StudioWorkspace,Tabs,"""Studio sections""",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,136,StudioWorkspace,ActionLink,Your invitations,"{""href"": ""\""/studio?view=invitations\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,163,StudioWorkspace,Action,"{create.isPending ? ""Creating…"" : ""Create studio""}","{""formSubmit"": ""{e => { e.preventDefault(); create.mutate({ name: name.trim() }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,178,StudioWorkspace,Action,Previous week,"{""onClick"": ""{() => { setWeek(n => n - 1); setSelected(null); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,187,StudioWorkspace,Action,This week,"{""onClick"": ""{() => { setWeek(0); setSelected(null); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,196,StudioWorkspace,Action,Next week,"{""onClick"": ""{() => { setWeek(n => n + 1); setSelected(null); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,252,StudioWorkspace,Row,"{a.title || a.serviceName || ""Tattoo session""}","{""onClick"": ""{() => setSelected(a.id)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,270,StudioWorkspace,Action,Close,"{""onClick"": ""{() => setSelected(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,322,StudioWorkspace,ActionLink,Open booking workspace,"{""href"": ""{`/projects/${appointment.conversationId}?session=${appointment.id}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,361,StudioWorkspace,Action,"{member.user.id === user?.id ? ""Leave"" : ""Remove""}","{""onClick"": ""{() => { remove.reset(); setRemoveTarget({ id: member.user.id, name: member.user.name || member.user.email || \""this member\"", }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,435,StudioWorkspace,Action,"{invite.isPending ? ""Sending…"" : ""Send invitation""}","{""formSubmit"": ""{e => { e.preventDefault(); invite.mutate({ studioId: current.id, artistEmail: email.trim(), role, }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,470,StudioWorkspace,Action,Manage Studio billing,"{""onClick"": ""{() => portal.mutate({ studioId: current.id })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,495,StudioWorkspace,Action,"{checkout.isPending ? ""Opening checkout…"" : ""Choose Studio""}","{""onClick"": ""{() => checkout.mutate({ studioId: current.id }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,510,StudioWorkspace,Action,Refresh billing status,"{""onClick"": ""{() => studio.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,540,StudioWorkspace,Action,"{remove.isPending ? ""Updating…"" : removeTarget.id === user?.id ? ""Leave studio"" : ""Remove member""}","{""onClick"": ""{() => remove.mutate({ studioId: current.id, userId: removeTarget.id }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,553,StudioWorkspace,Action,Keep membership,"{""onClick"": ""{() => setRemoveTarget(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,617,Invitations,Action,Accept invitation,"{""onClick"": ""{() => respond.mutate({ inviteId: invite.id, response: \""accept\"" }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Studio.tsx,625,Invitations,Action,Decline,"{""onClick"": ""{() => respond.mutate({ inviteId: invite.id, response: \""decline\"" }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SubscriptionCheckout.tsx,43,SubscriptionCheckoutSheet,Action,Continue,"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/SubscriptionCheckout.tsx,52,SubscriptionCheckoutSheet,Action,Check status,"{""onClick"": ""{onRefresh}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,48,SupplierToday,Row,{`${data.pendingOrders} orders to fulfil`},"{""href"": ""\""/merchant/orders\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,54,SupplierToday,Row,{`${data.lowStockItems} products running low`},"{""href"": ""\""/merchant/products\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,79,SupplierToday,Row,"""Catalogue & stock""","{""href"": ""\""/merchant/products\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,84,SupplierToday,Row,"""Shopify connection""","{""href"": ""\""/settings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,89,SupplierToday,Row,"""Artist conversations""","{""href"": ""\""/conversations\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,96,SupplierToday,Row,"""Store settings""","{""href"": ""\""/settings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,137,SupplierOrders,Tabs,"""Order status""",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,159,SupplierOrders,Row,{`Order #${o.id}`},"{""onClick"": ""{() => { update.reset(); setSelected(o.id); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,187,SupplierOrders,Action,All orders,"{""onClick"": ""{() => setSelected(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,233,SupplierOrders,Action,"{update.isPending ? ""Saving…"" : ""Mark fulfilled""}","{""onClick"": ""{() => update.mutate({ orderId: order.id, status: \""fulfilled\"" }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,273,SupplierSettings,ActionLink,"Account, notifications & sign out","{""href"": ""\""/account-settings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,323,SupplierProfile,Action,"{save.isPending ? ""Saving…"" : ""Save business details""}","{""formSubmit"": ""{e => { e.preventDefault(); save.mutate(form); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,327,SupplierProfile,ActionLink,Open public store,"{""href"": ""{`/shop/supplier-${initial.id}`}"", ""formSubmit"": ""{e => { e.preventDefault(); save.mutate(form); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,360,SupplierPayments,Action,"{connect.isPending ? ""Opening Stripe…"" : status.data?.connected ? ""Resume Stripe setup"" : ""Connect Stripe""}","{""onClick"": ""{() => connect.mutate()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplier.tsx,372,SupplierPayments,Action,Check payment status,"{""onClick"": ""{() => status.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,57,Directory,HomeTabs,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,60,Directory,ActionLink,Your supply orders,"{""href"": ""\""/supply-orders\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,77,Directory,Row,{item.name},"{""href"": ""{`/supplies?supplier=${item.id}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,105,Directory,Action,"{add.isPending ? ""Importing…"" : ""Import catalogue""}","{""formSubmit"": ""{e => { e.preventDefault(); add.mutate({ storeUrl: url }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,170,Catalogue,input,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,190,Catalogue,Action,Review order,"{""onClick"": ""{() => setCheckout(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,304,CatalogueProduct,Action,"{!variant || variant.inventoryCount <= 0 ? ""Out of stock"" : count >= variant.inventoryCount ? ""All available stock added"" : count ? `Add another · ${count} in order` : ""Add to order""}","{""onClick"": ""{() => variant && onAdd({ productId: product.id, variantId: variant.id, title: product.title, variant: variant.title, price: variant.priceCents, stock: variant.inventoryCount, quantity: 1, }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,412,SupplyCheckout,ActionLink,View order status,"{""href"": ""\""/supply-orders\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,413,SupplyCheckout,Action,Done,"{""onClick"": ""{onPaid}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,425,SupplyCheckout,Action,Check confirmation,"{""onClick"": ""{() => confirmation.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,428,SupplyCheckout,ActionLink,Your supply orders,"{""href"": ""\""/supply-orders\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,474,SupplyCheckout,Action,Continue to secure checkout,"{""onClick"": ""{() => setStep(\""payment\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,477,SupplyCheckout,Action,Edit order,"{""onClick"": ""{() => setStep(\""cart\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,495,SupplyCheckout,Action,{`Remove one ${item.title}`},"{""onClick"": ""{() => onQuantity(item.variantId, item.quantity - 1) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,506,SupplyCheckout,Action,{`Add one ${item.title}`},"{""onClick"": ""{() => onQuantity(item.variantId, item.quantity + 1) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Supplies.tsx,549,SupplyCheckout,Action,"{create.isPending ? ""Checking availability…"" : ""Review checkout total""}","{""onClick"": ""{() => create.mutate({ supplierId, items: items.map(({ productId, variantId, quantity }) => ({ productId, variantId, quantity, })), shippingRateName: shipping || eligible[0]?.name, }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,68,Thread,Link,"""All conversations""","{""href"": ""\""/conversations\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,78,Thread,Link,Open booking,"{""href"": ""{`/projects/${id}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,84,Thread,Action,Book,"{""onClick"": ""{() => { c.setSelectedProposal(null); setBooking(true); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,96,Thread,Action,"""Client details and media""","{""onClick"": ""{() => setContextOpen(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,171,Thread,Action,Review proposal,"{""onClick"": ""{() => { c.handleViewProposal(message, metadata); setBooking(true); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,193,Thread,ActionLink,Review booking,"{""href"": ""{`/projects/${id}${metadata.bookingId || metadata.appointmentId ? `?session=${metadata.bookingId || metadata.appointmentId}` : \""\""}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,204,Thread,a,(dynamic/unlabelled),"{""href"": ""{url}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,224,Thread,a,(dynamic/unlabelled),"{""href"": ""{message.content}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,273,Thread,button,"""Attach photo""","{""onClick"": ""{() => file.current?.click()}"", ""formSubmit"": ""{e => { e.preventDefault(); if (!c.sendMessageMutation.isPending) c.handleSendMessage(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,292,Thread,Action,"""Send message""","{""formSubmit"": ""{e => { e.preventDefault(); if (!c.sendMessageMutation.isPending) c.handleSendMessage(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,315,Thread,Action,Confirm,"{""onClick"": ""{c.handleConfirmDialogAccept}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,318,Thread,Action,Go back,"{""onClick"": ""{c.handleConfirmDialogCancel}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,453,PlanMessage,Action,Review dates & pay deposit,"{""onClick"": ""{() => setCheckout(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,456,PlanMessage,Action,Decline plan,"{""onClick"": ""{() => setDeclining(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,464,PlanMessage,Action,Decline,"{""onClick"": ""{() => decline.mutate({ sessionPlanId: id })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,471,PlanMessage,Action,Keep plan,"{""onClick"": ""{() => setDeclining(false)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,512,InviteMessage,Action,Join studio,"{""onClick"": ""{() => mutation.mutate({ inviteId: Number(metadata.inviteId), response: \""accept\"", }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Thread.tsx,523,InviteMessage,Action,Decline invitation,"{""onClick"": ""{() => mutation.mutate({ inviteId: Number(metadata.inviteId), response: \""decline\"", }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,62,Today,HomeTabs,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,66,Today,button,"{tasks.error ? ""Couldn’t check your tasks. Try again."" : tasks.isLoading ? ""Checking what needs you…"" : tasks.tasks.length ? `${tasks.tasks.length} ${tasks.tasks.length === 1 ? ""thing needs"" : ""things need""} you` : ""Nothing needs your attention""}","{""onClick"": ""{() => tasks.error ? tasks.actions.refetch() : setExpanded(!expanded) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,93,Today,Row,{task.title},"{""onClick"": ""{() => { const t = task._serverTask; tasks.actions.startTask(t); if (t.deepLink) go(t.deepLink); else if (t.conversationId) go(`/chat/${t.conversationId}`); else if (t.emailRecipient) tasks.actions.openEmail(t); else if (t.smsNumber) tasks.actions.openSms(t); else go(\""/clients\""); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,112,Today,Action,Mark done,"{""onClick"": ""{async () => { try { setActionError(\""\""); await tasks.actions.completeTask( task._serverTask, \""manual\"" ); } catch { setActionError( \""Couldn\u2019t mark this task done. Please try again.\"" ); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,203,Today,ActionLink,View booking,"{""href"": ""{href(next)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,214,Today,ActionLink,Your booking profile,"{""href"": ""\""/artist-profile\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,231,Today,ActionLink,Browse suppliers,"{""href"": ""\""/supplies\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,234,Today,Row,"""Your orders""","{""href"": ""\""/supply-orders\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,306,ArtistSetup,Row,{s.title},"{""href"": ""{s.href}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,315,ArtistSetup,Action,Finish setup,"{""onClick"": ""{() => complete.mutate()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Today.tsx,353,HomeMoney,ActionLink,Payments & payouts,"{""href"": ""\""/money\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,92,Itinerary,ActionLink,Manage working hours,"{""href"": ""\""/work-hours\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,97,Itinerary,Action,Add trip,"{""onClick"": ""{() => { save.reset(); setDraft({ id: crypto.randomUUID(), location: \""\"", country: \""\"", startDate: \""\"", endDate: \""\"", }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,126,Itinerary,Action,Find clients,"{""onClick"": ""{() => setMatching(trip)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,129,Itinerary,Action,Edit trip,"{""onClick"": ""{() => { save.reset(); setDraft({ ...trip }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,138,Itinerary,Action,Remove,"{""onClick"": ""{() => { save.reset(); setRemove(trip); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,225,Itinerary,Action,"{save.isPending ? ""Saving…"" : ""Save trip""}","{""formSubmit"": ""{e => { e.preventDefault(); write([...trips.filter(trip => trip.id !== draft.id), draft]); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,243,Itinerary,Action,"{save.isPending ? ""Removing…"" : ""Remove trip""}","{""onClick"": ""{() => write(trips.filter(trip => trip.id !== remove.id))}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,250,Itinerary,Action,Keep trip,"{""onClick"": ""{() => setRemove(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Travel.tsx,290,MatchedClients,Row,"{client.name || client.email || ""Client""}","{""href"": ""{`/clients?client=${client.id}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Waitlist.tsx,133,Waitlist,Action,Offer a time,"{""onClick"": ""{() => { setDraft({ startsAt: \""\"", duration: \""60\"", estimate: \""\"", deposit: \""\"", expiry: \""24\"", }); offer.reset(); setOffering(row.id); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Waitlist.tsx,150,Waitlist,Action,"{accept.isPending ? ""Checking availability…"" : ""Review dates & deposit""}","{""onClick"": ""{() => accept.mutate({ id: row.id })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Waitlist.tsx,163,Waitlist,Action,Continue to deposit,"{""onClick"": ""{() => setCheckout({ id: row.sessionPlanId!, conversationId: row.conversationId, }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Waitlist.tsx,175,Waitlist,Action,"{artist ? ""Withdraw"" : ""Leave waitlist""}","{""onClick"": ""{() => { leave.reset(); setWithdraw(row.id); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Waitlist.tsx,185,Waitlist,ActionLink,Message,"{""href"": ""{`/chat/${row.conversationId}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
