scenario,role,route,control type,label,destination,disabled,evidence
artist-settings-notifications,artist,/settings?section=notifications,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-notifications,artist,/settings?section=notifications,button,Enable notifications,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-notifications,artist,/settings?section=notifications,button,Add template,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-notifications,artist,/settings?section=notifications,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-notifications,artist,/settings?section=notifications,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-notifications,artist,/settings?section=notifications,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-notifications,artist,/settings?section=notifications,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,file,Profile photo,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,INPUT,Full name,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,tel,Phone,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,INPUT,City,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,INPUT,Country,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,date,Date of birth,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,SELECT,Gender,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,TEXTAREA,About you,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,INPUT,Instagram username,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,submit,Save profile,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-profile,artist,/settings?section=profile,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,search,Find a walkthrough,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Run your day
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Plan a booking
3 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Turn an enquiry into a booking
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Keep client details together
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Set working hours and services
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Share your booking link
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Track payments and refunds
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Set up bank payouts
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Manage forms and consent
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Fill a cancellation
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Work as a studio
3 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Plan a guest spot
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Import existing client records
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Import Instagram work
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Order studio supplies
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Manage reminders and message templates
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,button,"Choose your artist plan
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-how-tos,artist,/settings?section=how-tos,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-danger-zone,artist,/settings?section=danger-zone,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-danger-zone,artist,/settings?section=danger-zone,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-danger-zone,artist,/settings?section=danger-zone,INPUT,Type DELETE to confirm,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-danger-zone,artist,/settings?section=danger-zone,submit,Permanently delete account,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-danger-zone,artist,/settings?section=danger-zone,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-danger-zone,artist,/settings?section=danger-zone,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-danger-zone,artist,/settings?section=danger-zone,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-danger-zone,artist,/settings?section=danger-zone,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,A,Back,/account-settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,A,Store settings,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,file,Profile photo,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,INPUT,Full name,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,tel,Phone,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,INPUT,City,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,INPUT,Country,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,date,Date of birth,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,SELECT,Gender,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,TEXTAREA,About you,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,INPUT,Instagram username,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,submit,Save profile,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,A,Home,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,A,Orders,/merchant/orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,A,Products,/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-profile,merchant,/account-settings?section=profile,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,Store settings,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,"SS
Studio Supply",/account-settings?section=profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,search,Find a setting,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,"Profile
Name, photo and contact details",/account-settings?section=profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,"Notifications
Device alerts for updates and messages",/account-settings?section=notifications,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,"Guided walkthroughs
Learn each workflow",/account-settings?section=how-tos,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,"Delete account
Account and data removal",/account-settings?section=danger-zone,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,switch,Dark appearance,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,button,"Reload latest version
Version 3.2.3",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,button,Sign out,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,Home,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,Orders,/merchant/orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,Products,/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings,merchant,/account-settings,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-notifications,merchant,/account-settings?section=notifications,A,Back,/account-settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-notifications,merchant,/account-settings?section=notifications,A,Store settings,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-notifications,merchant,/account-settings?section=notifications,button,Enable notifications,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-notifications,merchant,/account-settings?section=notifications,A,Home,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-notifications,merchant,/account-settings?section=notifications,A,Orders,/merchant/orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-notifications,merchant,/account-settings?section=notifications,A,Products,/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-notifications,merchant,/account-settings?section=notifications,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,A,Back,/account-settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,A,Store settings,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,search,Find a walkthrough,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,button,"Review your store day
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,button,"Review your Shopify catalogue
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,button,"Fulfil an order
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,button,"Connect supplier payments
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,button,"Import your Shopify catalogue
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,button,"Update your business details
2 steps · no changes made automatically",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,A,Home,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,A,Orders,/merchant/orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,A,Products,/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-how-tos,merchant,/account-settings?section=how-tos,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,A,Back,/account-settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,A,Store settings,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,INPUT,Type DELETE to confirm,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,submit,Permanently delete account,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,A,Home,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,A,Orders,/merchant/orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,A,Products,/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-settings-danger-zone,merchant,/account-settings?section=danger-zone,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,INPUT,Business name,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,INPUT,Public display name,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,email,Business email,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,TEXTAREA,Studio address,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,SELECT,"Country
Australia
New Zealand",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,INPUT,Licence number,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,number,Reschedule notice · hours,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,submit,Save business details,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-business,artist,/settings?section=business,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-booking-link,artist,/settings?section=booking-link,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-booking-link,artist,/settings?section=booking-link,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-booking-link,artist,/settings?section=booking-link,INPUT,Link name,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-booking-link,artist,/settings?section=booking-link,submit,Save booking link,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-booking-link,artist,/settings?section=booking-link,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-booking-link,artist,/settings?section=booking-link,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-booking-link,artist,/settings?section=booking-link,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-booking-link,artist,/settings?section=booking-link,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,tab,Procedure log,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,tab,Medical,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,tab,Consent,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,search,Search procedure records,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-regulation,artist,/settings?section=regulation,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-travel,artist,/settings?section=travel,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-travel,artist,/settings?section=travel,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-travel,artist,/settings?section=travel,A,Manage working hours,/work-hours,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-travel,artist,/settings?section=travel,button,Add trip,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-travel,artist,/settings?section=travel,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-travel,artist,/settings?section=travel,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-travel,artist,/settings?section=travel,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-travel,artist,/settings?section=travel,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,SELECT,What are you importing?,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,file,"CSV file
Up to 500 rows and 5 MB.",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,url,Calendar feed URL,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,submit,Save calendar link,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-data-import,artist,/settings?section=data-import,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,A,Open your portfolio,/artist-profile?view=Portfolio,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,INPUT,Instagram username,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,submit,Check account,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-instagram,artist,/settings?section=instagram,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-consultations,artist,/settings?section=consultations,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-consultations,artist,/settings?section=consultations,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-consultations,artist,/settings?section=consultations,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-consultations,artist,/settings?section=consultations,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-consultations,artist,/settings?section=consultations,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-settings-consultations,artist,/settings?section=consultations,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,tattoi,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,Store settings,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,"2 orders to fulfil
Paid orders ready for their next step",/merchant/orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,"3 products running low
Check availability and stock levels",/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,"Catalogue & stock
Manage products available to artists",/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,"Shopify connection
Import and review your catalogue",/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,"Artist conversations
Help customers with their orders",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,button,Connect Stripe,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,button,Check payment status,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,"Store settings
Business details, account and integrations",/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,Home,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,Orders,/merchant/orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,Products,/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-home,merchant,/dashboard,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,A,tattoi,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,A,Store settings,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,tab,To fulfil,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,tab,Fulfilled,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,tab,All,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,search,Search orders,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,button,"Order #1
Ella Morgan · $32.00
Paid in full",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,A,Home,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,A,Orders,/merchant/orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,A,Products,/merchant/products,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-supplier-orders,merchant,/merchant/orders,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-store-settings,merchant,/settings,A,tattoi,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-store-settings,merchant,/settings,A,Store settings,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-store-settings,merchant,/settings,text,Business name,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-store-settings,merchant,/settings,text,Contact name,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-store-settings,merchant,/settings,tel,Phone,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-store-settings,merchant,/settings,text,Business address,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-store-settings,merchant,/settings,submit,Save business details,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
merchant-store-settings,merchant,/settings,button,Connect Stripe,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
